subject,device,gap_samples,gap_s
subject107,ankle,28,0.28
subject107,ankle,153,1.53
subject107,ankle,384,3.84
subject107,ankle,1,0.01
subject107,ankle,21,0.21
subject107,ankle,27,0.27
subject107,ankle,613,6.13
subject107,ankle,126,1.26
subject107,ankle,669,6.69
subject107,ankle,283,2.83
subject107,ankle,280,2.8
subject107,ankle,1959,19.59
subject107,ankle,315,3.15
subject107,ankle,565,5.65
subject107,ankle,2982,29.82
subject107,ankle,1059,10.59
subject107,ankle,1016,10.16
subject107,ankle,290,2.9
subject107,ankle,1233,12.33
subject107,ankle,94,0.94
subject107,ankle,83,0.83
subject107,ankle,684,6.84
subject107,ankle,319,3.19
subject107,ankle,1,0.01
subject107,ankle,55,0.55
subject107,ankle,487,4.87
subject107,ankle,107,1.07
subject107,ankle,654,6.54
subject107,ankle,14,0.14
subject107,ankle,91,0.91
subject107,ankle,2,0.02
subject107,ankle,120,1.2
subject107,ankle,33,0.33
subject107,ankle,196,1.96
subject107,ankle,131,1.31
subject107,ankle,72,0.72
subject107,ankle,31,0.31
subject107,ankle,2,0.02
subject107,ankle,67,0.67
subject107,ankle,15,0.15
subject107,ankle,123,1.23
subject107,ankle,8,0.08
subject107,ankle,62,0.62
subject107,ankle,145,1.45
subject107,ankle,106,1.06
subject107,ankle,39,0.39
subject107,ankle,97,0.97
subject107,ankle,19,0.19
subject107,ankle,72,0.72
subject107,ankle,19,0.19
subject107,ankle,77,0.77
subject107,ankle,11,0.11
subject107,ankle,10,0.1
subject107,ankle,10,0.1
subject107,ankle,15,0.15
subject107,ankle,55,0.55
subject107,ankle,85,0.85
subject107,ankle,37,0.37
subject107,ankle,6,0.06
subject107,ankle,16,0.16
subject107,ankle,71,0.71
subject107,ankle,128,1.28
subject107,ankle,137,1.37
subject107,ankle,64,0.64
subject107,ankle,8,0.08
subject107,ankle,54,0.54
subject107,ankle,61,0.61
subject107,ankle,1,0.01
subject107,ankle,12,0.12
subject107,ankle,17,0.17
subject107,ankle,244,2.44
subject107,ankle,232,2.32
subject107,ankle,39,0.39
subject107,ankle,2,0.02
subject107,ankle,4,0.04
subject107,ankle,3,0.03
subject107,ankle,94,0.94
subject107,ankle,26,0.26
subject107,ankle,1,0.01
subject107,ankle,33,0.33
subject107,ankle,59,0.59
subject107,ankle,212,2.12
subject107,ankle,24,0.24
subject107,ankle,3,0.03
subject107,ankle,61,0.61
subject107,ankle,115,1.15
subject107,ankle,15,0.15
subject107,ankle,116,1.16
subject107,ankle,11,0.11
subject107,ankle,102,1.02
subject107,ankle,83,0.83
subject107,ankle,15,0.15
subject107,ankle,90,0.9
subject107,ankle,131,1.31
subject107,ankle,2,0.02
subject107,ankle,121,1.21
subject107,ankle,110,1.1
subject107,ankle,2,0.02
subject107,ankle,91,0.91
subject107,ankle,7,0.07
subject107,ankle,85,0.85
subject107,ankle,5,0.05
subject107,ankle,13,0.13
subject107,ankle,13,0.13
subject107,ankle,77,0.77
subject107,ankle,22,0.22
subject107,ankle,10,0.1
subject107,ankle,5,0.05
subject107,ankle,199,1.99
subject107,ankle,7,0.07
subject107,ankle,1,0.01
subject107,ankle,4,0.04
subject107,ankle,80,0.8
subject107,ankle,120,1.2
subject107,ankle,4,0.04
subject107,ankle,60,0.6
subject107,ankle,27,0.27
subject107,ankle,10,0.1
subject107,ankle,20,0.2
subject107,ankle,84,0.84
subject107,ankle,14,0.14
subject107,ankle,5,0.05
subject107,ankle,14,0.14
subject107,ankle,78,0.78
subject107,ankle,25,0.25
subject107,ankle,2,0.02
subject107,ankle,93,0.93
subject107,ankle,660,6.6
subject107,ankle,132,1.32
subject107,ankle,367,3.67
subject107,ankle,127,1.27
subject107,ankle,22,0.22
subject107,ankle,244,2.44
subject107,ankle,1,0.01
subject107,ankle,62,0.62
subject107,ankle,15,0.15
subject107,ankle,30,0.3
subject107,ankle,10,0.1
subject107,ankle,201,2.01
subject107,ankle,120,1.2
subject107,ankle,345,3.45
subject107,ankle,139,1.39
subject107,ankle,546,5.46
subject107,ankle,6,0.06
subject107,ankle,121,1.21
subject107,ankle,137,1.37
subject107,ankle,433,4.33
subject107,ankle,85,0.85
subject107,ankle,389,3.89
subject107,ankle,705,7.05
subject107,ankle,191,1.91
subject107,ankle,251,2.51
subject107,ankle,507,5.07
subject107,ankle,1,0.01
subject107,ankle,36,0.36
subject107,ankle,346,3.46
subject107,ankle,117,1.17
subject107,ankle,55,0.55
subject107,ankle,5,0.05
subject107,ankle,232,2.32
subject107,ankle,67,0.67
subject107,ankle,27,0.27
subject107,ankle,85,0.85
subject107,ankle,5,0.05
subject107,ankle,139,1.39
subject107,ankle,979,9.79
subject107,ankle,460,4.6
subject107,ankle,13,0.13
subject107,ankle,220,2.2
subject107,ankle,106,1.06
subject107,ankle,8,0.08
subject107,ankle,87,0.87
subject107,ankle,22,0.22
subject107,ankle,18,0.18
subject107,ankle,97,0.97
subject107,ankle,27,0.27
subject107,ankle,269,2.69
subject107,ankle,19,0.19
subject107,ankle,325,3.25
subject107,ankle,13,0.13
subject107,ankle,162,1.62
subject107,ankle,162,1.62
subject107,ankle,129,1.29
subject107,ankle,95,0.95
subject107,ankle,4,0.04
subject107,ankle,97,0.97
subject107,ankle,138,1.38
subject107,ankle,88,0.88
subject107,ankle,90,0.9
subject107,ankle,365,3.65
subject107,ankle,2,0.02
subject107,ankle,194,1.94
subject107,ankle,133,1.33
subject107,ankle,1,0.01
subject107,ankle,29,0.29
subject107,ankle,61,0.61
subject107,ankle,18,0.18
subject107,ankle,435,4.35
subject107,ankle,19,0.19
subject107,ankle,9,0.09
subject107,ankle,72,0.72
subject107,ankle,357,3.57
subject107,ankle,80,0.8
subject107,ankle,140,1.4
subject107,ankle,23,0.23
subject107,ankle,87,0.87
subject107,ankle,8,0.08
subject107,ankle,4,0.04
subject107,ankle,2,0.02
subject107,ankle,91,0.91
subject107,ankle,1,0.01
subject107,ankle,18,0.18
subject107,ankle,36,0.36
subject107,ankle,641,6.41
subject107,ankle,221,2.21
subject107,ankle,1,0.01
subject107,ankle,306,3.06
subject107,ankle,241,2.41
subject107,ankle,349,3.49
subject107,ankle,435,4.35
subject107,ankle,220,2.2
subject107,ankle,29,0.29
subject107,ankle,320,3.2
subject107,ankle,98,0.98
subject107,ankle,154,1.54
subject107,ankle,94,0.94
subject107,ankle,9,0.09
subject107,ankle,95,0.95
subject107,ankle,95,0.95
subject107,ankle,108,1.08
subject107,ankle,434,4.34
subject107,ankle,105,1.05
subject107,ankle,244,2.44
subject107,ankle,157,1.57
subject107,ankle,101,1.01
subject107,ankle,569,5.69
subject107,ankle,596,5.96
subject107,ankle,391,3.91
subject107,ankle,608,6.08
subject107,ankle,316,3.16
subject107,ankle,800,8.0
subject107,ankle,33,0.33
subject107,ankle,82,0.82
subject107,ankle,189,1.89
subject107,ankle,1,0.01
subject107,ankle,76,0.76
subject107,ankle,42,0.42
subject107,ankle,1268,12.68
subject107,ankle,33,0.33
subject107,ankle,497,4.97
subject107,ankle,106,1.06
subject107,ankle,527,5.27
subject107,ankle,101,1.01
subject107,ankle,7,0.07
subject107,ankle,1182,11.82
subject107,ankle,149,1.49
subject107,ankle,184,1.84
subject107,ankle,284,2.84
subject107,ankle,466,4.66
subject107,ankle,180,1.8
subject107,ankle,57,0.57
subject107,ankle,99,0.99
subject107,ankle,236,2.36
subject107,ankle,38,0.38
subject107,ankle,658,6.58
subject107,ankle,59,0.59
subject107,ankle,9,0.09
subject107,ankle,22,0.22
subject107,ankle,135,1.35
subject107,ankle,3,0.03
subject107,ankle,257,2.57
subject107,ankle,307,3.07
subject107,ankle,126,1.26
subject107,ankle,877,8.77
subject107,ankle,124,1.24
subject107,ankle,1473,14.73
subject107,ankle,236,2.36
subject107,ankle,264,2.64
subject107,ankle,11,0.11
subject107,ankle,78,0.78
subject107,ankle,21,0.21
subject107,ankle,2,0.02
subject107,ankle,125,1.25
subject107,ankle,639,6.39
subject107,ankle,230,2.3
subject107,ankle,457,4.57
subject107,ankle,19,0.19
subject107,ankle,30,0.3
subject107,ankle,297,2.97
subject107,ankle,120,1.2
subject107,ankle,98,0.98
subject107,ankle,257,2.57
subject107,ankle,231,2.31
subject107,ankle,982,9.82
subject107,ankle,488,4.88
subject107,ankle,13,0.13
subject107,ankle,450,4.5
subject107,ankle,125,1.25
subject107,ankle,881,8.81
subject107,ankle,6,0.06
subject107,ankle,605,6.05
subject107,ankle,31,0.31
subject107,ankle,198,1.98
subject107,ankle,586,5.86
subject107,ankle,839,8.39
subject107,ankle,23,0.23
subject107,ankle,633,6.33
subject107,ankle,3,0.03
subject107,ankle,254,2.54
subject107,ankle,97,0.97
subject107,ankle,6,0.06
subject107,ankle,79,0.79
subject107,ankle,227,2.27
subject107,ankle,14,0.14
subject107,ankle,163,1.63
subject107,ankle,40,0.4
subject107,ankle,438,4.38
subject107,ankle,214,2.14
subject107,ankle,115,1.15
subject107,ankle,282,2.82
subject107,ankle,291,2.91
subject107,ankle,100,1.0
subject107,ankle,54,0.54
subject107,ankle,737,7.37
subject107,ankle,146,1.46
subject107,ankle,3,0.03
subject107,ankle,1797,17.97
subject107,ankle,91,0.91
subject107,ankle,222,2.22
subject107,ankle,254,2.54
subject107,ankle,231,2.31
subject107,ankle,268,2.68
subject107,ankle,119,1.19
subject107,ankle,89,0.89
subject107,ankle,86,0.86
subject107,ankle,240,2.4
subject107,ankle,780,7.8
subject107,ankle,505,5.05
subject107,ankle,19,0.19
subject107,ankle,20,0.2
subject107,ankle,19,0.19
subject107,ankle,62,0.62
subject107,ankle,185,1.85
subject107,ankle,2,0.02
subject107,ankle,1476,14.76
subject107,ankle,97,0.97
subject107,ankle,70,0.7
subject107,ankle,62,0.62
subject107,ankle,80,0.8
subject107,ankle,66,0.66
subject107,ankle,119,1.19
subject107,ankle,21,0.21
subject107,ankle,283,2.83
subject107,ankle,48,0.48
subject107,ankle,414,4.14
subject107,ankle,1315,13.15
subject107,ankle,10,0.1
subject107,ankle,602,6.02
subject107,ankle,863,8.63
subject107,ankle,12,0.12
subject107,ankle,287,2.87
subject107,ankle,66,0.66
subject107,ankle,41,0.41
subject107,ankle,1667,16.67
subject107,ankle,46,0.46
subject107,ankle,2,0.02
subject107,ankle,25,0.25
subject107,ankle,595,5.95
subject107,ankle,648,6.48
subject107,ankle,2,0.02
subject107,ankle,212,2.12
subject107,ankle,72,0.72
subject107,ankle,140,1.4
subject107,ankle,4,0.04
subject107,ankle,5,0.05
subject107,ankle,60,0.6
subject107,ankle,9,0.09
subject107,ankle,129,1.29
subject107,ankle,131,1.31
subject107,ankle,39,0.39
subject107,ankle,49,0.49
subject107,ankle,49,0.49
subject107,ankle,157,1.57
subject107,ankle,63,0.63
subject107,ankle,61,0.61
subject107,ankle,3,0.03
subject107,ankle,14,0.14
subject107,ankle,59,0.59
subject107,ankle,6,0.06
subject107,ankle,23,0.23
subject107,ankle,41,0.41
subject107,ankle,195,1.95
subject107,ankle,5,0.05
subject107,ankle,44,0.44
subject107,ankle,23,0.23
subject107,ankle,11,0.11
subject107,ankle,3,0.03
subject107,ankle,70,0.7
subject107,ankle,23,0.23
subject108,hand,215,2.15
subject108,hand,23875,238.75
subject108,hand,3406,34.06
subject108,hand,416,4.16
subject108,hand,536,5.36
subject108,hand,1375,13.75
subject108,hand,541,5.41
subject108,hand,26,0.26
subject108,hand,8175,81.75
subject108,hand,1366,13.66
subject108,hand,11570,115.7
subject108,hand,655,6.55
subject108,hand,2858,28.58
subject108,hand,5279,52.79
subject108,hand,6441,64.41
subject108,hand,791,7.91
subject108,hand,813,8.13
subject108,hand,441,4.41
subject108,hand,3332,33.32
subject108,hand,3298,32.98
subject108,hand,2295,22.95
subject108,hand,10,0.1
subject108,hand,12,0.12
subject108,hand,1878,18.78
subject108,hand,2334,23.34
subject108,hand,1161,11.61
subject108,hand,130,1.3
subject108,hand,675,6.75
subject108,hand,2058,20.58
subject108,hand,678,6.78
subject108,hand,3567,35.67
subject108,hand,290,2.9
subject108,hand,2294,22.94
subject108,hand,1406,14.06
subject108,hand,3714,37.14
subject108,hand,203,2.03
subject108,hand,2930,29.3
subject108,hand,1,0.01
subject108,hand,1053,10.53
subject108,hand,2005,20.05
subject108,hand,3171,31.71
subject108,hand,14,0.14
subject108,hand,179,1.79
subject108,hand,537,5.37
subject108,hand,1938,19.38
subject108,hand,2822,28.22
subject108,hand,2161,21.61
subject108,hand,24,0.24
subject108,hand,4445,44.45
subject108,hand,2493,24.93
subject108,hand,4202,42.02
subject108,hand,196,1.96
subject108,hand,439,4.39
subject108,hand,3737,37.37
subject108,hand,2112,21.12
subject108,hand,57,0.57
subject108,hand,4225,42.25
subject108,hand,3319,33.19
subject108,hand,374,3.74
subject108,hand,586,5.86
subject108,hand,593,5.93
subject108,hand,509,5.09
subject108,hand,1,0.01
subject108,hand,122,1.22
subject108,hand,132,1.32
subject108,hand,40,0.4
subject108,hand,1998,19.98
subject108,hand,29,0.29
subject108,hand,69,0.69
subject108,hand,23,0.23
subject108,hand,573,5.73
subject108,hand,649,6.49
subject108,hand,81,0.81
subject108,hand,2,0.02
subject108,hand,2,0.02
subject108,hand,104,1.04
subject108,hand,19,0.19
subject108,hand,253,2.53
subject108,hand,357,3.57
subject108,hand,92,0.92
subject108,hand,617,6.17
subject108,hand,637,6.37
subject108,hand,1745,17.45
subject108,hand,397,3.97
subject108,hand,3061,30.61
subject108,hand,275,2.75
subject108,hand,13718,137.18
subject108,hand,2611,26.11
subject108,hand,3148,31.48
subject108,hand,557,5.57
subject108,hand,10641,106.41
subject108,hand,4,0.04
subject108,hand,13,0.13
subject108,hand,13787,137.87
subject108,hand,2685,26.85
subject108,hand,2120,21.2
subject108,hand,684,6.84
subject108,hand,439,4.39
subject108,hand,26,0.26
subject108,hand,956,9.56
subject108,hand,803,8.03
subject108,hand,5020,50.2
subject108,hand,3993,39.93
subject108,hand,224,2.24
subject108,hand,5,0.05
subject108,hand,244,2.44
subject108,hand,294,2.94
subject108,hand,135,1.35
subject108,hand,354,3.54
subject108,hand,3218,32.18
subject108,hand,3,0.03
subject108,hand,123,1.23
subject108,hand,6,0.06
subject108,hand,4,0.04
subject108,hand,5,0.05
subject108,hand,104,1.04
subject108,hand,3,0.03
subject108,hand,125,1.25
subject108,hand,199,1.99
subject108,hand,124,1.24
subject108,hand,171,1.71
subject108,hand,110,1.1
subject108,hand,126,1.26
subject108,hand,90,0.9
subject108,hand,32,0.32
subject108,hand,184,1.84
subject108,hand,6,0.06
subject108,hand,213,2.13
subject108,hand,240,2.4
subject108,hand,158,1.58
subject108,hand,26,0.26
subject108,hand,1,0.01
subject108,hand,6,0.06
subject108,hand,2,0.02
subject108,hand,90,0.9
subject108,hand,25,0.25
subject108,hand,3,0.03
subject108,hand,50,0.5
subject108,hand,134,1.34
subject108,hand,27,0.27
subject108,hand,87,0.87
subject108,hand,193,1.93
subject108,hand,218,2.18
subject108,hand,38,0.38
subject108,hand,402,4.02
subject108,hand,236,2.36
subject108,hand,74,0.74
subject108,hand,141,1.41
subject108,hand,63,0.63
subject108,hand,39,0.39
subject108,hand,80,0.8
subject108,hand,2,0.02
subject108,hand,1,0.01
subject108,hand,218,2.18
subject108,hand,84,0.84
subject108,hand,9,0.09
subject108,hand,22,0.22
subject108,hand,3,0.03
subject108,hand,80,0.8
subject108,hand,11,0.11
subject108,hand,3,0.03
subject108,hand,4,0.04
subject108,hand,6,0.06
subject108,hand,87,0.87
subject108,hand,94,0.94
subject108,hand,1,0.01
subject108,hand,21,0.21
subject108,hand,188,1.88
subject108,hand,5,0.05
subject108,hand,4,0.04
subject108,hand,195,1.95
subject108,hand,2,0.02
subject108,hand,33,0.33
subject108,hand,195,1.95
subject108,hand,119,1.19
subject108,hand,85,0.85
subject108,hand,12,0.12
subject108,hand,78,0.78
subject108,hand,33,0.33
subject108,hand,70,0.7
subject108,hand,9,0.09
subject108,hand,1,0.01
subject108,hand,6,0.06
subject108,hand,84,0.84
subject108,hand,1,0.01
subject108,hand,16,0.16
subject108,hand,116,1.16
subject108,hand,90,0.9
subject108,hand,108,1.08
subject108,hand,7,0.07
subject108,hand,120,1.2
subject108,hand,74,0.74
subject108,hand,18,0.18
subject108,hand,83,0.83
subject108,hand,12,0.12
subject108,hand,23,0.23
subject108,hand,178,1.78
subject108,hand,2,0.02
subject108,hand,124,1.24
subject108,hand,91,0.91
subject108,hand,104,1.04
subject108,hand,136,1.36
subject108,hand,116,1.16
subject108,hand,3,0.03
subject108,hand,34,0.34
subject108,hand,4,0.04
subject108,hand,22,0.22
subject108,hand,10,0.1
subject108,hand,3,0.03
subject108,hand,51,0.51
subject108,hand,40,0.4
subject108,hand,29,0.29
subject108,hand,31,0.31
subject108,hand,51,0.51
subject108,hand,19,0.19
subject108,hand,623,6.23
subject108,hand,442,4.42
subject108,hand,466,4.66
subject108,hand,5,0.05
subject108,hand,22,0.22
subject108,hand,49,0.49
subject108,hand,209,2.09
subject108,hand,543,5.43
subject108,hand,3,0.03
subject108,hand,7,0.07
subject108,hand,191,1.91
subject108,hand,121,1.21
subject108,hand,11,0.11
subject108,hand,108,1.08
subject108,hand,80,0.8
subject108,hand,15,0.15
subject108,hand,103,1.03
subject108,hand,12,0.12
subject108,hand,222,2.22
subject108,hand,96,0.96
subject108,hand,3,0.03
subject108,hand,220,2.2
subject108,hand,318,3.18
subject108,hand,19,0.19
subject108,hand,70,0.7
subject108,hand,17,0.17
subject108,hand,88,0.88
subject108,hand,108,1.08
subject108,hand,143,1.43
subject108,hand,8,0.08
subject108,hand,36,0.36
subject108,hand,27,0.27
subject108,hand,4,0.04
subject108,hand,11,0.11
subject108,hand,4,0.04
subject108,hand,1,0.01
subject108,hand,5,0.05
subject108,hand,82,0.82
subject108,hand,20,0.2
subject108,hand,36,0.36
subject108,hand,52,0.52
subject108,hand,1,0.01
subject108,hand,196,1.96
subject108,hand,2,0.02
subject108,hand,12,0.12
subject108,hand,2,0.02
subject108,hand,15,0.15
subject108,hand,1,0.01
subject108,hand,72,0.72
subject108,hand,11,0.11
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,6,0.06
subject108,hand,8,0.08
subject108,hand,64,0.64
subject108,hand,6,0.06
subject108,hand,140,1.4
subject108,hand,73,0.73
subject108,hand,12,0.12
subject108,hand,16,0.16
subject108,hand,72,0.72
subject108,hand,36,0.36
subject108,hand,73,0.73
subject108,hand,97,0.97
subject108,hand,6,0.06
subject108,hand,39,0.39
subject108,hand,197,1.97
subject108,hand,86,0.86
subject108,hand,113,1.13
subject108,hand,225,2.25
subject108,hand,14,0.14
subject108,hand,81,0.81
subject108,hand,11,0.11
subject108,hand,9,0.09
subject108,hand,85,0.85
subject108,hand,2,0.02
subject108,hand,875,8.75
subject108,hand,202,2.02
subject108,hand,214,2.14
subject108,hand,126,1.26
subject108,hand,17,0.17
subject108,hand,1,0.01
subject108,hand,92,0.92
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,7,0.07
subject108,hand,83,0.83
subject108,hand,8,0.08
subject108,hand,109,1.09
subject108,hand,104,1.04
subject108,hand,95,0.95
subject108,hand,27,0.27
subject108,hand,292,2.92
subject108,hand,233,2.33
subject108,hand,292,2.92
subject108,hand,300,3.0
subject108,hand,372,3.72
subject108,hand,197,1.97
subject108,hand,345,3.45
subject108,hand,111,1.11
subject108,hand,26,0.26
subject108,hand,40,0.4
subject108,hand,47,0.47
subject108,hand,3,0.03
subject108,hand,91,0.91
subject108,hand,100,1.0
subject108,hand,14,0.14
subject108,hand,2,0.02
subject108,hand,50,0.5
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,3,0.03
subject108,hand,113,1.13
subject108,hand,6,0.06
subject108,hand,113,1.13
subject108,hand,204,2.04
subject108,hand,16,0.16
subject108,hand,88,0.88
subject108,hand,1,0.01
subject108,hand,2,0.02
subject108,hand,15,0.15
subject108,hand,12,0.12
subject108,hand,81,0.81
subject108,hand,107,1.07
subject108,hand,8,0.08
subject108,hand,6,0.06
subject108,hand,70,0.7
subject108,hand,15,0.15
subject108,hand,3,0.03
subject108,hand,84,0.84
subject108,hand,6,0.06
subject108,hand,14,0.14
subject108,hand,7,0.07
subject108,hand,329,3.29
subject108,hand,397,3.97
subject108,hand,204,2.04
subject108,hand,2,0.02
subject108,hand,5,0.05
subject108,hand,18,0.18
subject108,hand,3,0.03
subject108,hand,76,0.76
subject108,hand,15,0.15
subject108,hand,8,0.08
subject108,hand,76,0.76
subject108,hand,5,0.05
subject108,hand,9,0.09
subject108,hand,16,0.16
subject108,hand,78,0.78
subject108,hand,1,0.01
subject108,hand,1,0.01
subject108,hand,120,1.2
subject108,hand,90,0.9
subject108,hand,133,1.33
subject108,hand,28,0.28
subject108,hand,154,1.54
subject108,hand,4,0.04
subject108,hand,5,0.05
